,Airline,Source,Destination,Total_Stops,Month_June,Month_March,Month_May,Season_Summer,Dep_Hour_Sin,Dep_Hour_Cos,Dep_Min_Sin,Dep_Min_Cos,Day_Sin,Day_Cos,Weekday_Sin,Weekday_Cos
739,1553,3327,3327,2,0,0,1,0,0.5,-0.87,-0.5,0.87,0.0,-1.0,0.43,-0.9
6443,2852,526,526,1,0,0,1,0,0.5,0.87,-0.5,-0.87,0.59,0.81,0.43,-0.9
66,359,1578,961,1,0,0,0,0,0.71,-0.71,-1.0,-0.0,0.59,-0.81,0.43,-0.9
548,2852,1578,961,1,1,0,0,1,-1.0,-0.0,-0.5,-0.87,0.0,-1.0,-0.78,0.62
304,2852,1578,617,2,0,1,0,0,0.87,-0.5,0.0,1.0,0.0,-1.0,-0.97,-0.22
2312,608,1578,961,1,0,0,0,0,-0.71,0.71,-0.87,0.5,-0.59,-0.81,-0.78,0.62
5868,872,3327,3327,2,0,0,1,0,0.26,-0.97,0.87,-0.5,-0.95,-0.31,0.78,0.62
5265,2852,2155,2155,2,1,0,0,1,-0.5,-0.87,0.5,-0.87,0.95,0.31,0.43,-0.9
8988,2852,2155,2155,2,1,0,0,1,-0.87,-0.5,0.0,-1.0,0.95,0.31,0.43,-0.9
5142,2852,1578,961,1,0,0,1,0,0.97,-0.26,-0.87,0.5,0.59,-0.81,-0.97,-0.22
611,233,1578,961,1,0,0,1,0,0.87,0.5,-0.5,-0.87,0.95,-0.31,-0.97,-0.22
6821,1257,3327,3327,3,1,0,0,1,-0.87,-0.5,-0.5,-0.87,-0.95,-0.31,-0.43,-0.9
2967,2852,3327,3327,3,0,0,1,0,0.71,-0.71,0.87,-0.5,-0.59,0.81,-0.43,-0.9
6558,233,1578,961,1,0,0,1,0,0.26,-0.97,-0.87,0.5,0.95,0.31,-0.0,1.0
9716,2852,2155,2155,2,0,0,1,0,-0.71,0.71,-0.87,0.5,0.59,-0.81,-0.97,-0.22
8350,233,2155,2155,1,1,0,0,1,-0.5,0.87,0.87,0.5,0.95,-0.31,0.78,0.62
1662,141,1578,961,1,1,0,0,1,0.97,-0.26,-1.0,-0.0,-0.59,-0.81,-0.43,-0.9
1072,2852,526,526,1,1,0,0,1,-0.97,0.26,-0.5,0.87,0.0,-1.0,-0.78,0.62
1387,2852,1578,961,1,0,0,1,0,-1.0,-0.0,-0.5,-0.87,0.59,0.81,0.43,-0.9
997,2852,1578,961,1,0,0,0,0,-1.0,-0.0,-0.5,-0.87,0.59,0.81,-0.0,1.0
6627,2852,3327,3327,3,1,0,0,1,-0.5,-0.87,-0.5,0.87,-0.59,-0.81,-0.43,-0.9
8218,233,2155,2155,1,0,1,0,0,-0.97,0.26,-0.5,0.87,0.59,0.81,-0.97,-0.22
3803,1553,2155,2155,1,0,0,1,0,-0.97,-0.26,1.0,0.0,0.59,-0.81,-0.97,-0.22
985,2852,3327,3327,2,1,0,0,1,-0.26,-0.97,0.0,1.0,0.95,0.31,0.43,-0.9
410,2852,3327,3327,2,0,1,0,0,-0.5,0.87,0.87,0.5,0.59,0.81,-0.43,-0.9
3636,2852,2155,2155,2,0,0,1,0,-0.5,-0.87,0.5,-0.87,0.59,0.81,0.97,-0.22
7995,1553,1578,617,1,0,1,0,0,-0.26,0.97,0.0,-1.0,-0.59,0.81,-0.78,0.62
3819,2852,1578,961,1,1,0,0,1,1.0,0.0,0.0,1.0,0.95,-0.31,0.78,0.62
2753,359,2155,2155,2,0,0,1,0,-0.87,0.5,-0.87,-0.5,0.0,-1.0,0.43,-0.9
5505,872,3327,3327,2,1,0,0,1,0.71,-0.71,0.0,1.0,-0.59,-0.81,-0.43,-0.9
9055,1553,2155,2155,1,0,1,0,0,-0.97,-0.26,1.0,0.0,0.59,0.81,-0.43,-0.9
4598,2852,3327,3327,3,1,0,0,1,-0.87,0.5,0.0,1.0,-0.95,-0.31,-0.43,-0.9
7593,872,3327,3327,2,0,0,1,0,0.71,-0.71,0.0,1.0,-0.59,0.81,-0.43,-0.9
2637,1257,3327,3327,2,0,0,1,0,0.87,-0.5,0.0,1.0,-0.95,0.31,-0.78,0.62
5202,872,3327,3327,2,0,0,1,0,0.97,-0.26,0.0,-1.0,-0.59,0.81,-0.43,-0.9
973,1553,1578,961,1,0,0,0,0,-0.87,-0.5,-0.5,-0.87,0.59,0.81,-0.0,1.0
9405,2852,2155,2155,2,0,0,1,0,-0.71,0.71,-0.87,0.5,0.59,0.81,0.43,-0.9
1374,2852,2155,2155,2,0,0,1,0,-0.5,-0.87,0.5,-0.87,-0.95,0.31,-0.78,0.62
8416,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.5,0.87,0.59,0.81,0.43,-0.9
334,2852,3327,3327,3,0,0,0,0,-0.26,-0.97,0.5,0.87,-0.59,0.81,0.97,-0.22
8195,872,3327,3327,2,1,0,0,1,0.87,-0.5,-1.0,-0.0,0.59,0.81,-0.78,0.62
9211,1553,1578,961,1,1,0,0,1,-1.0,-0.0,-0.5,-0.87,0.95,0.31,0.43,-0.9
1084,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,-0.95,0.31,-0.78,0.62
4048,872,3327,3327,2,0,1,0,0,-1.0,-0.0,0.0,1.0,-0.95,-0.31,0.43,-0.9
9798,872,3327,3327,2,1,0,0,1,0.71,-0.71,1.0,0.0,-0.95,-0.31,-0.43,-0.9
5312,1553,526,526,1,0,1,0,0,0.5,0.87,0.0,-1.0,0.59,0.81,-0.97,-0.22
9800,2852,3327,3327,3,0,1,0,0,1.0,0.0,-0.87,-0.5,-0.95,-0.31,0.43,-0.9
9255,2852,2155,2155,2,0,1,0,0,0.87,-0.5,0.5,0.87,0.59,-0.81,-0.0,1.0
9295,359,3327,3327,1,1,0,0,1,-0.5,-0.87,0.87,-0.5,0.59,0.81,-0.78,0.62
5822,2852,1578,961,1,1,0,0,1,0.26,-0.97,-0.87,0.5,-0.59,0.81,-0.0,1.0
8552,1553,301,301,1,1,0,0,1,0.97,-0.26,-0.5,-0.87,-0.59,0.81,-0.0,1.0
1791,2852,2155,2155,2,0,0,1,0,-0.5,-0.87,0.5,-0.87,0.59,-0.81,-0.97,-0.22
1558,1257,2155,2155,3,1,0,0,1,-0.5,-0.87,0.0,-1.0,-0.59,-0.81,-0.43,-0.9
9373,2852,1578,961,1,1,0,0,1,-0.71,-0.71,1.0,0.0,0.95,0.31,0.43,-0.9
2538,2852,2155,2155,2,0,0,1,0,-0.5,-0.87,0.5,-0.87,0.59,0.81,0.43,-0.9
8858,2852,526,526,1,0,1,0,0,-0.97,0.26,-0.5,0.87,0.0,-1.0,-0.97,-0.22
2540,608,2155,2155,1,0,0,0,0,0.71,-0.71,0.0,1.0,-0.95,-0.31,-0.78,0.62
6516,233,3327,3327,2,0,1,0,0,-0.87,0.5,-0.87,0.5,-0.59,0.81,-0.78,0.62
2169,608,3327,3327,2,1,0,0,1,1.0,0.0,0.5,-0.87,-0.59,0.81,-0.0,1.0
5730,1257,3327,3327,2,0,1,0,0,-0.87,0.5,0.0,-1.0,-0.59,-0.81,0.43,-0.9
636,359,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,1.0,-0.95,0.31,-0.78,0.62
2231,1257,1578,617,2,0,1,0,0,0.0,1.0,0.0,-1.0,0.95,-0.31,-0.0,1.0
81,2852,1578,617,1,0,1,0,0,-0.97,0.26,-0.5,-0.87,0.59,-0.81,-0.0,1.0
5511,2852,3327,3327,2,1,0,0,1,-0.71,0.71,0.87,0.5,0.59,0.81,-0.78,0.62
3147,608,2155,2155,1,0,1,0,0,0.71,-0.71,0.0,1.0,-0.59,0.81,-0.78,0.62
4168,1257,2155,2155,3,0,0,1,0,-0.87,-0.5,0.87,0.5,0.0,-1.0,0.43,-0.9
3630,359,2155,2155,2,0,1,0,0,0.97,-0.26,-0.87,0.5,0.59,-0.81,-0.0,1.0
9812,1257,3327,3327,3,0,0,1,0,0.97,0.26,-0.5,-0.87,0.59,0.81,0.97,-0.22
6098,2852,3327,3327,3,1,0,0,1,-0.97,0.26,0.0,-1.0,0.59,-0.81,0.78,0.62
10223,872,3327,3327,2,1,0,0,1,0.26,-0.97,0.87,-0.5,0.95,-0.31,0.78,0.62
8167,1257,3327,3327,2,1,0,0,1,-0.97,-0.26,-0.87,-0.5,0.95,0.31,0.43,-0.9
1196,1553,3327,3327,2,0,0,0,0,1.0,0.0,0.87,0.5,0.59,-0.81,0.43,-0.9
8115,2852,1578,961,1,0,0,0,0,-1.0,-0.0,-0.5,-0.87,-0.59,-0.81,-0.78,0.62
212,872,3327,3327,2,1,0,0,1,0.87,-0.5,0.0,-1.0,0.95,-0.31,0.78,0.62
2194,1257,1578,617,2,0,1,0,0,0.71,-0.71,0.0,-1.0,0.0,-1.0,-0.97,-0.22
6169,2852,3327,3327,2,1,0,0,1,0.5,-0.87,0.0,1.0,0.0,-1.0,-0.78,0.62
883,233,2155,2155,2,0,0,1,0,1.0,0.0,0.87,0.5,0.0,-1.0,0.43,-0.9
1384,1553,1578,617,2,0,1,0,0,0.0,-1.0,-0.87,0.5,0.59,0.81,-0.97,-0.22
1561,1553,3327,3327,2,0,0,0,0,-0.71,-0.71,-0.87,0.5,0.59,-0.81,0.43,-0.9
4238,2852,526,526,1,0,1,0,0,0.5,-0.87,-0.87,-0.5,-0.95,0.31,0.78,0.62
756,233,2155,2155,1,0,0,1,0,0.5,-0.87,-0.87,-0.5,-0.95,-0.31,0.78,0.62
5386,608,3327,3327,2,1,0,0,1,0.87,-0.5,-1.0,-0.0,-0.59,-0.81,-0.43,-0.9
9129,1553,3327,3327,1,0,0,0,0,0.97,0.26,-0.5,0.87,0.59,0.81,-0.0,1.0
4156,2852,3327,3327,2,1,0,0,1,-0.97,0.26,1.0,0.0,0.95,-0.31,0.78,0.62
7361,872,3327,3327,2,1,0,0,1,-0.26,-0.97,0.0,1.0,0.59,-0.81,0.78,0.62
7635,872,3327,3327,4,1,0,0,1,0.26,-0.97,-0.5,0.87,-0.59,0.81,-0.0,1.0
1023,1257,1578,617,2,0,1,0,0,0.26,-0.97,0.5,-0.87,0.59,0.81,-0.97,-0.22
2534,1257,1578,617,1,0,1,0,0,1.0,0.0,-0.87,0.5,0.59,0.81,-0.97,-0.22
395,1257,1578,617,1,0,1,0,0,-0.97,-0.26,0.0,1.0,-0.59,0.81,-0.78,0.62
6268,359,2155,2155,2,0,0,1,0,0.97,-0.26,-0.87,0.5,0.0,-1.0,0.43,-0.9
10253,2852,1578,961,1,0,0,0,0,-1.0,-0.0,-0.5,-0.87,0.95,-0.31,0.43,-0.9
1345,2852,3327,3327,1,1,0,0,1,0.26,-0.97,0.0,1.0,0.59,-0.81,0.78,0.62
7491,1553,526,526,1,0,1,0,0,0.0,-1.0,0.0,1.0,-0.95,0.31,0.78,0.62
3665,1553,3327,3327,2,1,0,0,1,-0.87,-0.5,-0.87,0.5,-0.59,-0.81,-0.43,-0.9
1013,872,3327,3327,2,0,1,0,0,0.71,-0.71,-0.5,-0.87,-0.59,-0.81,0.43,-0.9
8660,2852,3327,3327,3,1,0,0,1,0.71,-0.71,0.87,-0.5,0.59,0.81,-0.78,0.62
2935,2852,1578,617,2,0,1,0,0,0.71,-0.71,-1.0,-0.0,0.0,-1.0,-0.97,-0.22
10077,1553,1578,617,1,0,1,0,0,0.26,0.97,0.0,-1.0,0.95,-0.31,-0.0,1.0
9995,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.0,1.0,0.59,-0.81,-0.97,-0.22
2437,1257,1578,617,2,0,1,0,0,0.0,1.0,0.0,-1.0,0.59,0.81,-0.97,-0.22
6859,2852,2155,2155,2,0,0,1,0,0.71,-0.71,-0.5,0.87,0.59,0.81,0.97,-0.22
7478,1553,3327,3327,2,0,0,0,0,0.87,0.5,-0.5,-0.87,0.59,-0.81,0.43,-0.9
4751,359,2155,2155,2,1,0,0,1,0.97,-0.26,-0.87,0.5,-0.59,0.81,-0.0,1.0
7564,2852,526,526,1,0,0,1,0,0.5,0.87,-0.5,-0.87,0.59,0.81,0.97,-0.22
4662,1257,3327,3327,3,1,0,0,1,-0.87,-0.5,0.87,-0.5,-0.59,-0.81,-0.43,-0.9
6474,872,3327,3327,2,1,0,0,1,-0.97,0.26,0.0,1.0,0.59,-0.81,0.78,0.62
9911,1553,1578,961,1,1,0,0,1,0.5,-0.87,-0.87,0.5,0.95,0.31,0.43,-0.9
3053,2852,1578,617,2,0,1,0,0,-1.0,-0.0,-0.5,-0.87,0.95,0.31,0.97,-0.22
5478,1553,2155,2155,1,0,1,0,0,-0.5,0.87,-0.87,0.5,0.95,-0.31,-0.0,1.0
7522,1553,3327,3327,1,1,0,0,1,0.97,0.26,-0.5,0.87,0.59,0.81,-0.78,0.62
8296,2852,3327,3327,1,0,0,0,0,0.26,-0.97,0.0,1.0,0.59,0.81,-0.0,1.0
2200,359,3327,3327,1,0,0,0,0,1.0,0.0,0.0,1.0,-0.59,0.81,0.97,-0.22
7968,2852,526,526,1,0,0,0,0,0.5,0.87,-0.5,-0.87,0.59,0.81,0.78,0.62
9028,872,3327,3327,2,1,0,0,1,1.0,0.0,0.87,-0.5,-0.95,-0.31,-0.43,-0.9
5882,608,2155,2155,1,1,0,0,1,1.0,0.0,-0.5,-0.87,0.95,-0.31,0.78,0.62
5779,1257,2155,2155,2,0,0,1,0,-0.87,0.5,0.0,-1.0,0.59,-0.81,-0.97,-0.22
1889,2852,3327,3327,2,0,0,1,0,-0.97,0.26,-1.0,-0.0,-0.95,-0.31,0.78,0.62
8299,2852,3327,3327,2,1,0,0,1,-0.26,-0.97,0.0,1.0,0.95,-0.31,0.78,0.62
1626,141,3327,3327,2,0,0,1,0,0.97,-0.26,0.5,0.87,-0.95,-0.31,0.78,0.62
6819,1553,301,301,1,1,0,0,1,-0.26,-0.97,1.0,0.0,0.0,-1.0,-0.78,0.62
698,2852,2155,2155,2,0,0,1,0,0.87,-0.5,0.5,0.87,-0.59,0.81,-0.43,-0.9
1881,1257,3327,3327,2,1,0,0,1,0.97,-0.26,0.0,1.0,0.59,-0.81,0.78,0.62
1771,1553,3327,3327,2,0,1,0,0,0.97,-0.26,0.0,-1.0,-0.59,0.81,-0.78,0.62
8033,1553,1578,617,2,0,1,0,0,-0.26,-0.97,0.87,-0.5,0.59,0.81,-0.43,-0.9
9491,233,2155,2155,1,0,0,0,0,-0.5,0.87,0.87,0.5,0.59,0.81,-0.0,1.0
9728,872,3327,3327,2,1,0,0,1,0.0,-1.0,0.87,0.5,0.59,0.81,-0.78,0.62
4785,1257,3327,3327,3,0,1,0,0,-0.87,0.5,0.0,1.0,-0.59,0.81,-0.78,0.62
9607,2852,1578,617,2,0,1,0,0,0.97,-0.26,0.0,1.0,0.95,0.31,0.97,-0.22
445,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,0.0,-1.0,0.43,-0.9
7666,2852,3327,3327,2,1,0,0,1,-0.5,0.87,0.87,0.5,0.95,-0.31,0.78,0.62
1399,608,1578,961,1,0,0,0,0,0.97,0.26,-0.5,-0.87,0.0,-1.0,0.78,0.62
8496,1553,2155,2155,2,0,1,0,0,-0.97,-0.26,-0.5,0.87,0.59,-0.81,-0.0,1.0
2011,1553,1578,961,1,0,0,0,0,0.5,-0.87,-0.87,0.5,0.0,-1.0,0.78,0.62
242,359,301,301,1,0,1,0,0,0.97,-0.26,0.5,-0.87,-0.95,0.31,0.78,0.62
10106,1553,526,526,1,0,0,0,0,-0.97,0.26,0.5,-0.87,0.59,0.81,0.78,0.62
9820,1553,1578,961,1,1,0,0,1,0.26,0.97,0.0,-1.0,0.95,-0.31,0.78,0.62
7936,1553,1578,961,1,0,0,1,0,-0.5,0.87,-0.87,0.5,0.95,0.31,-0.0,1.0
10356,1553,2155,2155,1,1,0,0,1,-0.5,0.87,1.0,0.0,0.59,-0.81,0.78,0.62
9882,1553,1578,961,1,0,0,0,0,0.5,-0.87,-0.87,0.5,-0.59,-0.81,-0.78,0.62
7978,1553,526,526,1,1,0,0,1,0.5,0.87,-0.5,0.87,0.59,0.81,-0.78,0.62
5127,872,3327,3327,2,1,0,0,1,0.87,0.5,-0.5,-0.87,0.0,-1.0,-0.78,0.62
10406,1257,2155,2155,3,0,0,1,0,0.71,-0.71,0.5,0.87,0.59,-0.81,-0.97,-0.22
3607,1257,3327,3327,3,1,0,0,1,-0.5,0.87,0.0,1.0,-0.59,0.81,-0.0,1.0
4455,1257,3327,3327,2,1,0,0,1,-0.97,-0.26,0.87,-0.5,-0.59,0.81,-0.0,1.0
10188,2852,3327,3327,2,1,0,0,1,-0.97,0.26,1.0,0.0,-0.59,0.81,-0.0,1.0
9601,141,1578,961,1,0,0,1,0,0.97,-0.26,-1.0,-0.0,0.95,0.31,-0.0,1.0
4278,141,1578,961,1,1,0,0,1,0.97,-0.26,-1.0,-0.0,0.59,-0.81,0.78,0.62
1730,2852,3327,3327,2,1,0,0,1,-1.0,-0.0,1.0,0.0,-0.59,0.81,-0.0,1.0
451,1553,3327,3327,2,1,0,0,1,0.97,0.26,0.5,-0.87,-0.59,-0.81,-0.43,-0.9
6726,872,3327,3327,2,1,0,0,1,1.0,0.0,0.0,1.0,0.0,-1.0,-0.78,0.62
1625,608,1578,961,1,1,0,0,1,0.97,0.26,-0.5,-0.87,-0.95,-0.31,-0.43,-0.9
8585,608,2155,2155,1,0,1,0,0,-0.5,0.87,-0.87,-0.5,0.95,-0.31,-0.0,1.0
4260,872,3327,3327,2,1,0,0,1,0.0,-1.0,0.87,0.5,-0.59,0.81,-0.0,1.0
501,1257,526,526,1,0,0,1,0,-0.71,0.71,0.5,-0.87,-0.95,-0.31,0.78,0.62
8234,872,3327,3327,2,0,0,1,0,0.26,-0.97,0.5,0.87,-0.59,0.81,-0.43,-0.9
1621,1257,1578,617,2,0,1,0,0,0.87,-0.5,0.87,0.5,0.59,0.81,-0.43,-0.9
7327,608,1578,961,1,0,0,0,0,0.97,0.26,-0.5,-0.87,0.59,-0.81,0.43,-0.9
8989,2852,2155,2155,2,1,0,0,1,-1.0,-0.0,-0.5,-0.87,-0.59,-0.81,-0.43,-0.9
70,2852,526,526,1,1,0,0,1,0.97,-0.26,0.5,-0.87,0.59,0.81,-0.78,0.62
7298,359,526,526,2,0,1,0,0,0.26,-0.97,-0.5,-0.87,-0.59,-0.81,0.43,-0.9
4748,2852,2155,2155,2,0,1,0,0,-0.97,0.26,-1.0,-0.0,0.59,-0.81,-0.0,1.0
2130,1553,3327,3327,2,0,1,0,0,-0.87,-0.5,-0.87,0.5,-0.59,-0.81,0.43,-0.9
3504,2852,3327,3327,2,1,0,0,1,0.97,-0.26,0.5,-0.87,-0.95,-0.31,-0.43,-0.9
8601,2852,3327,3327,3,1,0,0,1,0.71,-0.71,0.87,-0.5,0.59,0.81,-0.78,0.62
3663,608,526,526,1,0,0,1,0,-0.5,0.87,-1.0,-0.0,-0.95,-0.31,0.78,0.62
3550,2852,1578,961,1,1,0,0,1,0.97,-0.26,-0.87,0.5,0.59,-0.81,0.78,0.62
196,2852,3327,3327,2,1,0,0,1,0.71,-0.71,0.0,1.0,0.59,-0.81,0.78,0.62
7787,2852,3327,3327,2,1,0,0,1,0.5,-0.87,0.0,1.0,0.59,-0.81,0.78,0.62
7623,2852,2155,2155,2,1,0,0,1,-1.0,-0.0,-0.5,-0.87,-0.59,0.81,-0.0,1.0
5607,1553,1578,961,1,1,0,0,1,-0.87,0.5,0.0,1.0,0.59,0.81,-0.78,0.62
5424,2852,2155,2155,2,0,0,1,0,1.0,0.0,0.0,-1.0,0.59,0.81,0.97,-0.22
8521,2852,3327,3327,3,1,0,0,1,-0.97,-0.26,-0.5,0.87,0.59,-0.81,0.78,0.62
7857,359,2155,2155,2,0,0,1,0,-0.87,0.5,-0.87,-0.5,0.59,0.81,0.97,-0.22
8962,359,1578,617,1,0,1,0,0,-0.87,-0.5,0.0,1.0,0.95,-0.31,-0.0,1.0
8811,1257,3327,3327,3,0,0,1,0,0.0,-1.0,0.0,1.0,0.0,-1.0,0.43,-0.9
7443,872,3327,3327,2,0,1,0,0,-0.87,-0.5,0.0,1.0,-0.59,-0.81,0.43,-0.9
7005,1257,2155,2155,3,1,0,0,1,0.0,-1.0,0.0,1.0,-0.59,-0.81,-0.43,-0.9
117,872,3327,3327,2,0,1,0,0,-0.71,-0.71,0.5,0.87,0.95,-0.31,-0.0,1.0
2990,872,3327,3327,2,0,0,0,0,0.5,-0.87,-0.5,0.87,-0.59,0.81,0.97,-0.22
8785,1257,2155,2155,2,0,0,1,0,-0.97,0.26,0.0,1.0,0.59,-0.81,-0.97,-0.22
2483,1257,2155,2155,1,0,1,0,0,-0.5,-0.87,1.0,0.0,0.95,-0.31,-0.0,1.0
4524,1553,1578,961,1,0,0,0,0,-0.87,-0.5,-0.5,-0.87,-0.59,-0.81,-0.78,0.62
8325,2852,3327,3327,1,0,0,1,0,0.26,-0.97,0.0,1.0,-0.95,-0.31,0.78,0.62
2991,608,2155,2155,1,0,0,1,0,-0.5,0.87,-0.87,-0.5,0.95,-0.31,-0.97,-0.22
6969,359,1578,617,2,0,1,0,0,1.0,0.0,0.87,-0.5,-0.59,0.81,-0.78,0.62
7087,233,2155,2155,1,1,0,0,1,-0.5,0.87,0.87,0.5,0.0,-1.0,-0.78,0.62
2415,872,3327,3327,2,0,0,1,0,-0.26,-0.97,0.0,1.0,-0.95,-0.31,0.78,0.62
4304,2852,3327,3327,2,1,0,0,1,-0.5,-0.87,0.0,1.0,0.59,-0.81,0.78,0.62
3788,233,3327,3327,2,0,0,0,0,-0.87,0.5,-1.0,-0.0,-0.59,0.81,0.97,-0.22
4678,1553,301,301,1,1,0,0,1,-0.5,0.87,0.5,-0.87,-0.95,0.31,0.97,-0.22
9515,2852,526,526,1,1,0,0,1,0.5,-0.87,-0.87,-0.5,-0.95,-0.31,-0.43,-0.9
632,2852,2155,2155,2,0,0,1,0,-0.5,-0.87,0.5,-0.87,0.59,0.81,0.97,-0.22
5729,1553,1578,961,1,1,0,0,1,-1.0,-0.0,1.0,0.0,0.59,0.81,-0.97,-0.22
4317,2852,1578,617,2,0,1,0,0,-0.87,-0.5,-0.5,-0.87,-0.59,-0.81,0.43,-0.9
2837,1553,1578,961,1,0,0,0,0,0.97,-0.26,-0.87,0.5,-0.95,-0.31,-0.78,0.62
620,2852,1578,617,2,0,1,0,0,-0.71,0.71,0.5,0.87,0.95,0.31,0.97,-0.22
4034,1553,1578,961,1,0,0,1,0,-0.71,0.71,1.0,0.0,-0.59,-0.81,0.78,0.62
7934,872,3327,3327,2,0,1,0,0,0.5,-0.87,-0.87,-0.5,-0.95,-0.31,0.43,-0.9
7370,872,3327,3327,2,0,1,0,0,0.97,-0.26,-0.87,0.5,-0.95,-0.31,0.43,-0.9
6442,872,3327,3327,2,0,0,1,0,0.26,-0.97,0.0,-1.0,0.0,-1.0,0.43,-0.9
1298,608,3327,3327,2,0,1,0,0,1.0,0.0,-0.87,0.5,-0.59,0.81,-0.78,0.62
7126,1257,3327,3327,3,1,0,0,1,-0.5,0.87,0.0,1.0,0.59,0.81,-0.78,0.62
4425,2852,3327,3327,3,0,0,1,0,0.97,0.26,0.0,-1.0,-0.95,0.31,-0.78,0.62
8637,872,3327,3327,2,1,0,0,1,0.71,-0.71,0.0,1.0,-0.95,-0.31,-0.43,-0.9
9586,2852,3327,3327,2,1,0,0,1,-0.87,0.5,-0.5,-0.87,0.95,0.31,0.43,-0.9
8559,359,1578,617,1,0,1,0,0,-0.87,-0.5,0.0,1.0,0.59,-0.81,-0.0,1.0
2667,2852,3327,3327,3,0,1,0,0,1.0,0.0,-0.87,-0.5,0.59,0.81,-0.43,-0.9
9506,359,2155,2155,2,0,0,1,0,0.97,-0.26,-0.87,0.5,0.59,0.81,0.97,-0.22
2840,608,2155,2155,1,0,0,1,0,-0.5,0.87,-0.87,-0.5,0.59,-0.81,-0.97,-0.22
10008,872,3327,3327,2,0,0,1,0,0.5,-0.87,0.0,1.0,0.0,-1.0,0.43,-0.9
8923,1257,3327,3327,3,1,0,0,1,0.71,-0.71,-1.0,-0.0,0.59,-0.81,0.78,0.62
5128,2852,3327,3327,2,0,1,0,0,0.26,-0.97,0.0,-1.0,-0.95,-0.31,0.43,-0.9
5857,872,3327,3327,2,0,0,1,0,-1.0,-0.0,0.0,1.0,0.59,0.81,0.97,-0.22
7262,1553,2155,2155,1,1,0,0,1,-0.71,0.71,0.5,0.87,-0.95,-0.31,-0.43,-0.9
9511,2852,2155,2155,2,1,0,0,1,-0.5,-0.87,0.5,-0.87,-0.59,0.81,-0.0,1.0
7763,608,2155,2155,1,1,0,0,1,-0.5,0.87,-0.87,-0.5,-0.95,-0.31,-0.43,-0.9
6124,2852,2155,2155,2,0,0,1,0,-0.87,-0.5,0.0,-1.0,-0.95,0.31,-0.78,0.62
4903,1553,2155,2155,1,0,0,1,0,0.87,0.5,0.87,-0.5,-0.95,0.31,-0.78,0.62
367,1553,1578,617,1,0,1,0,0,-1.0,-0.0,0.5,0.87,-0.59,0.81,-0.78,0.62
9951,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.5,0.87,0.95,0.31,-0.0,1.0
4206,608,526,526,1,0,1,0,0,-0.5,0.87,-1.0,-0.0,-0.95,-0.31,0.43,-0.9
453,2852,3327,3327,2,0,0,0,0,-0.5,-0.87,0.0,1.0,0.95,-0.31,0.43,-0.9
3242,2852,1578,617,2,0,1,0,0,0.87,-0.5,0.0,1.0,0.0,-1.0,-0.97,-0.22
9739,2852,3327,3327,2,1,0,0,1,-0.71,-0.71,0.0,1.0,0.59,0.81,-0.78,0.62
5767,1257,3327,3327,1,0,0,0,0,0.97,0.26,-0.87,0.5,-0.95,0.31,-0.43,-0.9
6138,359,1578,961,1,1,0,0,1,0.97,-0.26,0.0,1.0,-0.95,0.31,0.97,-0.22
5243,1257,3327,3327,3,1,0,0,1,-0.87,0.5,1.0,0.0,-0.95,-0.31,-0.43,-0.9
9304,1257,1578,961,1,1,0,0,1,1.0,0.0,-0.87,0.5,0.0,-1.0,-0.78,0.62
7951,1553,2155,2155,1,0,0,1,0,0.87,0.5,0.87,-0.5,0.59,-0.81,-0.97,-0.22
3905,2852,3327,3327,2,1,0,0,1,-0.5,0.87,0.87,0.5,-0.59,-0.81,-0.43,-0.9
5048,1553,1578,961,1,0,0,1,0,-0.26,-0.97,0.0,1.0,0.59,-0.81,-0.97,-0.22
9886,1257,301,301,1,0,0,1,0,0.26,-0.97,0.87,-0.5,-0.59,-0.81,0.78,0.62
3676,2852,1578,617,2,0,1,0,0,0.87,-0.5,-0.5,-0.87,-0.59,-0.81,0.43,-0.9
9599,2852,3327,3327,2,1,0,0,1,0.5,-0.87,0.0,1.0,0.95,-0.31,0.78,0.62
6618,2852,526,526,1,0,0,0,0,-0.97,0.26,-0.5,0.87,0.95,-0.31,0.43,-0.9
2246,872,3327,3327,2,0,0,1,0,-0.5,-0.87,-0.5,-0.87,0.0,-1.0,0.43,-0.9
9420,2852,3327,3327,2,1,0,0,1,0.26,-0.97,0.0,-1.0,-0.95,-0.31,-0.43,-0.9
3239,1553,2155,2155,1,1,0,0,1,-0.97,-0.26,1.0,0.0,0.0,-1.0,-0.78,0.62
4380,359,1578,617,1,0,1,0,0,-0.87,-0.5,0.0,1.0,0.59,-0.81,-0.0,1.0
4981,1257,1578,961,1,0,0,1,0,-0.97,-0.26,0.0,1.0,-0.95,-0.31,0.78,0.62
3308,2852,1578,961,1,1,0,0,1,-0.97,-0.26,-1.0,-0.0,0.95,-0.31,0.78,0.62
10506,2852,3327,3327,3,1,0,0,1,-0.26,0.97,0.5,-0.87,-0.95,-0.31,-0.43,-0.9
